ms,ms_name_en,cci,programme_title_short,status,version,last_adoption_date_ecms,priority_code,priority_name,policy_objective_short_name,policy_objective_code,policy_objective_name,specific_objective_short_name,specific_objective_code,specific_objective_name,dimension_type,category_title_short,category_code,category_name,fund,category_of_region,cofinancing_rate,eu_amount,total_amount,climate_weighting,eu_climate_amount,total_climate_amount,environmental_weighting,eu_environmental_amount,total_environmental_amount,biodiversity_weighting,eu_biodiversity_amount,total_biodiversity_amount,gender_weighting,eu_gender_amount,total_gender_amount,clean_air_weighting,eu_clean_air_amount,total_clean_air_amount,digital_weighting,eu_amount_digital,total_amount_digital,sustainable_urban_development,territorial_tool,territory_type,un_sdg_tracking,jtf_themes,priority_type_code,priority_type_description
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,4,Zeeuws-Vlaanderen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,JTF,JTF,0.4999999957,56304516.0,112609032.97,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,2,Priorite 2 : Transition energetique et environnement,PO2 Greener Europe,2,Greener Europe,RSO2.7 Nature protection and biodiversity,RSO2.7,Nature protection and biodiversity,Form of Support,01 grant,01,Grant,ERDF,Transition,0.5999999968,7300000.0,12166666.73,,,,,,,,,,,,,,,,,,,,,,,,,
EE,Estonia,2021EE16FFPR001,Cohesion Policy Funding - EE - ERDF/ESF/CF/JTF,Adopted by EC,1.1,2022-10-11,6,Prioriteet: Sotsiaalsem Eesti,PO4 Social Europe,4,Social Europe,ESO4.7 Lifelong learning and career transitions,ESO4.7,Lifelong learning and career transitions,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ESF+,Transition,0.6992005795,82245860.0,117628420.82,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,6,Zuid-Limburg,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,"146 Adaptation to change of workers, firms and entrepreneurs",146,"Support for adaptation of workers, enterprises and entrepreneurs to change",JTF,JTF,0.4999999957,5678633.47,11357267.04,1.0,5678633.47,11357267.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 8 Decent work and economic growth,"Skills, job-search and education",,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,1,"Priorite 1 : Recherche, innovation, numerique, competitivite et reindustrialisation",PO1 Smarter Europe,1,Smarter Europe,RSO1.2 Reaping the benefits of digitisation,RSO1.2,Reaping the benefits of digitisation,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,Transition,0.6,14000000.0,23333333.33,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,2,Priorite 2 : Transition energetique et environnement,PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,More developed,0.4,5000000.0,12500000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,5,West-Noord-Brabant,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,999 Flat rate technical assistance,999,Flat rate technical assistance - Article 36 (5) CPR,JTF,JTF,0.4999999805,986169.0,1972338.08,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,TA and public administration,,
ES,Spain,2021ES16RFPR019,Navarra - ERDF,Adopted by EC,1.2,2022-12-02,P1A,Transicion digital e inteligente,PO1 Smarter Europe,1,Smarter Europe,RSO1.2 Reaping the benefits of digitisation,RSO1.2,Reaping the benefits of digitisation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,More developed,0.4,2200000.0,5500000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,"025 Incubation, support to spin offs/outs + start ups",025,"Incubation, support to spin offs and spin outs and start ups",JTF,JTF,0.4999999992,11000000.0,22000000.04,1.0,11000000.0,22000000.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,4400000.0,8800000.016,,,,SDG 8 Decent work and economic growth,SMEs and diversification,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,5,West-Noord-Brabant,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,013 Digitising SMEs,013,"Digitising SMEs (including e-Commerce, e-Business and networked business processes, digital innovation hubs, living labs, web entrepreneurs and ICT start-ups, B2B)",JTF,JTF,0.4999999957,3000000.0,6000000.05,1.0,3000000.0,6000000.05,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,3000000.0,6000000.05,,,,"SDG 9 Industry, innovation, infrastructure",SMEs and diversification,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,022 Support for large enterprises with financial instruments,022,"Support for large enterprises through financial instruments, including productive investments",JTF,JTF,0.4999999992,25000000.0,50000000.08,1.0,25000000.0,50000000.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 8 Decent work and economic growth,Large enterprises,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,145 Digital skills,145,Support for the development of digital skills,JTF,JTF,0.4999999992,6500000.0,13000000.02,1.0,6500000.0,13000000.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,6500000.0,13000000.02,,,,SDG 4 Quality education,"Skills, job-search and education",,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,"146 Adaptation to change of workers, firms and entrepreneurs",146,"Support for adaptation of workers, enterprises and entrepreneurs to change",JTF,JTF,0.4999999992,18115226.0,36230452.06,1.0,18115226.0,36230452.06,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 8 Decent work and economic growth,"Skills, job-search and education",,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Form of Support,02 Financial instruments: equity or quasi-equity,02,Support through financial instruments: equity or quasi-equity,JTF,JTF,0.4999999992,2000000.0,4000000.01,,,,,,,,,,,,,,,,,,,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,4,Priorite 4 : Sante et tourisme,PO4 Social Europe,4,Social Europe,RSO4.5 Access to health care,RSO4.5,Access to health care,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,Transition,0.6,5200000.0,8666666.67,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,4,Zeeuws-Vlaanderen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,124 Infrastructure for vocational education and training,124,Infrastructure for vocational education and training and adult learning,JTF,JTF,0.4999999957,3167129.0,6334258.05,1.0,3167129.0,6334258.05,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 4 Quality education,"Skills, job-search and education",,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,050 Renewable energy: biomass with GHG savings,050,Renewable energy: biomass with high greenhouse gas savings,JTF,JTF,0.4999999992,10000000.0,20000000.03,1.0,10000000.0,20000000.03,0.4,4000000.0,8000000.01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 7 Affordable and clean energy,Clean energy,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,6,Zuid-Limburg,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,010 R+I activities in SMEs,010,"Research and innovation activities in SMEs, including networking",JTF,JTF,0.4999999957,2844939.41,5689878.87,1.0,2844939.41,5689878.87,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,"SDG 9 Industry, innovation, infrastructure",SMEs and diversification,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,2,Priorite 2 : Transition energetique et environnement,PO2 Greener Europe,2,Greener Europe,RSO2.6 Circular economy,RSO2.6,Circular economy,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Transition,0.5999999968,800000.0,1333333.34,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16RFPR004,Oost-Nederland - NL - ERDF,Adopted by EC,2.0,2023-07-12,2,"Een groener Oost-Nederland door innovatie, demonstratie en acceptatie van slimme oplossingen in de energietransitie",PO2 Greener Europe,2,Greener Europe,RSO2.3 Smart energy systems,RSO2.3,Smart energy systems,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,More developed,0.3988320581,12266029.0,30754872.26,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,1,"Priorite 1 : Recherche, innovation, numerique, competitivite et reindustrialisation",PO1 Smarter Europe,1,Smarter Europe,RSO1.1 Enhancing research and innovation,RSO1.1,Enhancing research and innovation,Form of Support,01 grant,01,Grant,ERDF,More developed,0.4,97000000.0,242500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,1,"Priorite 1 : Recherche, innovation, numerique, competitivite et reindustrialisation",PO1 Smarter Europe,1,Smarter Europe,RSO1.3 Growth and competitiveness of SMEs,RSO1.3,Growth and competitiveness of SMEs,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,More developed,0.4,50000000.0,125000000.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
EE,Estonia,2021EE65BVPR001,Estonia - BMVI,Adopted by EC (TF Accepted),1.1,2022-09-07,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.008 Situational awareness and exchange of information,SO1.008,Situational awareness and exchange of information,BMVI,BMVI,0.75,300000.0,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,5,Priorite 5 : Approches territoriales,PO5 Europe closer to citizens,5,Europe closer to citizens,RSO5.2 Integrated development in rural and coastal areas,RSO5.2,Integrated development in rural and coastal areas,Form of Support,01 grant,01,Grant,ERDF,More developed,0.4,9000000.0,22500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,5,West-Noord-Brabant,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Gender Equality,03 Gender neutral,03,Gender neutral,JTF,JTF,0.4999999957,56304516.0,112609032.97,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,041 Energy efficiency in housing,041,"Energy efficiency renovation of existing housing stock, demonstration projects and supporting measures",JTF,JTF,0.4999999992,5000000.0,10000000.02,1.0,5000000.0,10000000.02,0.4,2000000.0,4000000.01,0.0,0.0,0.0,,,,0.4,2000000.0,4000000.01,0.0,0.0,0.0,,,,SDG 7 Affordable and clean energy,Clean energy,,
PL,Poland,2021PL65BVPR001,Poland - BMVI,Adopted by EC (TF Proposed),1.1,2022-12-13,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.017 Inter-agency cooperation - with third countries,SO1.017,Inter-agency cooperation - with third countries,BMVI,BMVI,0.8147729856,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,4,Zeeuws-Vlaanderen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,141 Labour mobility,141,Support for labour mobility,JTF,JTF,0.4999999957,1055709.63,2111419.28,1.0,1055709.63,2111419.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 8 Decent work and economic growth,"Skills, job-search and education",,
EE,Estonia,2021EE65BVPR001,Estonia - BMVI,Adopted by EC (TF Accepted),1.1,2022-09-07,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.022 Large-scale IT systems - (ETIAS) - Article 85(2) of Reg.,SO1.022,Large-scale IT systems - European Travel Information and Authorisation System (ETIAS) - Article 85(2) of Regulation (EU) 2018/1240,BMVI,BMVI,0.75,1161885.65,1549180.87,,,,,,,,,,,,,,,,1.0,1161885.65,1549180.87,,,,,,,
CY,Cyprus,2021CY65BVPR001,Cyprus - BMVI,Adopted by EC (TF Proposed),1.2,2023-01-23,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.007 Technical and operational measures within Schengen area,SO1.007,Technical and operational measures within the Schengen area which are related to border control,BMVI,BMVI,0.8214677101,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
PL,Poland,2021PL65BVPR001,Poland - BMVI,Adopted by EC (TF Proposed),1.1,2022-12-13,,,PO1 Borders and visa,1,Borders and visa,1 European integrated border management,1,European integrated border management,Intervention Field,SO1.008 Situational awareness and exchange of information,SO1.008,Situational awareness and exchange of information,BMVI,BMVI,0.8147729856,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,2,Priorite 2 : Transition energetique et environnement,PO2 Greener Europe,2,Greener Europe,RSO2.4 Climate change adaptation,RSO2.4,Climate change adaptation,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,More developed,0.4,5000000.0,12500000.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,026 Innovation cluster support and business networks for SMEs,026,"Support for innovation clusters including between businesses, research organisations and public authorities and business networks primarily benefiting SMEs",JTF,JTF,0.4999999992,10000000.0,20000000.03,1.0,10000000.0,20000000.03,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,4000000.0,8000000.012,,,,"SDG 9 Industry, innovation, infrastructure",SMEs and diversification,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,2,IJmond,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,999 Flat rate technical assistance,999,Flat rate technical assistance - Article 36 (5) CPR,JTF,JTF,0.4999999805,986169.0,1972338.08,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,TA and public administration,,
NL,Netherlands,2021NL16RFPR004,Oost-Nederland - NL - ERDF,Adopted by EC,2.0,2023-07-12,2,"Een groener Oost-Nederland door innovatie, demonstratie en acceptatie van slimme oplossingen in de energietransitie",PO2 Greener Europe,2,Greener Europe,RSO2.3 Smart energy systems,RSO2.3,Smart energy systems,Form of Support,03 Financial instruments: loan,03,Support through financial instruments: loan,ERDF,More developed,0.3988320581,1226603.0,3075487.48,,,,,,,,,,,,,,,,,,,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,4,Priorite 4 : Sante et tourisme,PO4 Social Europe,4,Social Europe,RSO4.5 Access to health care,RSO4.5,Access to health care,Form of Support,01 grant,01,Grant,ERDF,Transition,0.6,5200000.0,8666666.67,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,5,West-Noord-Brabant,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,"030 Circular economy R+I processes, tech-transfer + cooperation",030,"Research and innovation processes, technology transfer and cooperation between enterprises, focusing on circular economy",JTF,JTF,0.4999999957,4075087.0,8150174.07,1.0,4075087.0,8150174.07,1.0,4075087.0,8150174.07,0.0,0.0,0.0,,,,0.4,1630034.8,3260069.63,0.0,0.0,0.0,,,,"SDG 9 Industry, innovation, infrastructure",RTDI,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,9,"Priorite 9 : Formation, emploi, creation, orientation, sante",PO4 Social Europe,4,Social Europe,ESO4.11 Equal access to quality social and healthcare services,ESO4.11,Equal access to quality social and healthcare services,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ESF+,More developed,0.3999999993,10159535.0,25398837.54,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,2,IJmond,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,124 Infrastructure for vocational education and training,124,Infrastructure for vocational education and training and adult learning,JTF,JTF,0.4999999957,1407612.83,2815225.68,1.0,1407612.83,2815225.68,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 4 Quality education,"Skills, job-search and education",,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,JTF,JTF,0.4999999992,317615226.0,635230453.02,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,141 Labour mobility,141,Support for labour mobility,JTF,JTF,0.4999999992,28000000.0,56000000.09,1.0,28000000.0,56000000.09,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,SDG 8 Decent work and economic growth,"Skills, job-search and education",,
EE,Estonia,2021EE65BVPR001,Estonia - BMVI,Adopted by EC (TF Accepted),1.1,2022-09-07,,,PO1 Borders and visa,1,Borders and visa,2 Common visa policy,2,Common visa policy,Intervention Field,SO2.009 Operating support-Large IT systems for visa application,SO2.009,Operating support - Large-scale IT systems for visa application processing purposes,BMVI,BMVI,0.75,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,1,"Priorite 1 : Recherche, innovation, numerique, competitivite et reindustrialisation",PO1 Smarter Europe,1,Smarter Europe,RSO1.2 Reaping the benefits of digitisation,RSO1.2,Reaping the benefits of digitisation,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,More developed,0.4,20000000.0,50000000.0,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
PL,Poland,2021PL65BVPR001,Poland - BMVI,Adopted by EC (TF Proposed),1.1,2022-12-13,,,PO1 Borders and visa,1,Borders and visa,2 Common visa policy,2,Common visa policy,Intervention Field,SO2.006 Large-scale IT systems - Visa Information System (VIS),SO2.006,Large-scale IT systems  - Visa Information System (VIS),BMVI,BMVI,0.7607944732,6500000.0,8543700.34,,,,,,,,,,,,,,,,1.0,6500000.0,8543700.34,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,2,Priorite 2 : Transition energetique et environnement,PO2 Greener Europe,2,Greener Europe,RSO2.1 Energy efficiency,RSO2.1,Energy efficiency,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,ERDF,Transition,0.5999999968,42200000.0,70333333.71,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,3,Groot-Rijnmond,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,021 SME business development and internationalisation,021,"SME business development and internationalisation, including productive investments",JTF,JTF,0.4999999957,6592922.0,13185844.11,1.0,6592922.0,13185844.11,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,2637168.8,5274337.644,,,,SDG 8 Decent work and economic growth,SMEs and diversification,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,3,Groot-Rijnmond,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Form of Support,03 Financial instruments: loan,03,Support through financial instruments: loan,JTF,JTF,0.4999999957,900000.0,1800000.02,,,,,,,,,,,,,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,6,Zuid-Limburg,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,999 Flat rate technical assistance,999,Flat rate technical assistance - Article 36 (5) CPR,JTF,JTF,0.4999999805,986169.0,1972338.08,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,TA and public administration,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,7,Priorite 7 : Massif Central,PO5 Europe closer to citizens,5,Europe closer to citizens,RSO5.2 Integrated development in rural and coastal areas,RSO5.2,Integrated development in rural and coastal areas,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,Transition,0.5999999848,30531402.0,50885671.29,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,5,West-Noord-Brabant,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Territorial delivery mechanism / territorial focus,33 Other approaches: No territorial targeting,33,Other  approaches - No territorial targeting,JTF,JTF,0.4999999957,56304516.0,112609032.97,,,,,,,,,,,,,,,,,,,Non-SUD,Other approaches,No territorial targeting,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,4,Priorite 4 : Sante et tourisme,PO4 Social Europe,4,Social Europe,RSO4.6 Culture and sustainable tourism,RSO4.6,Culture and sustainable tourism,Gender Equality,03 Gender neutral,03,Gender neutral,ERDF,Transition,0.6,7800000.0,13000000.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
NL,Netherlands,2021NL16JTPR001,Nederland - NL - JTF,Adopted by EC,2.0,2023-07-12,1,Groningen-Emmen,PO8 JTF specific objective,8,JTF specific objective,JSO8.1 Just Transition Fund,JSO8.1,Just Transition Fund,Intervention Field,027 Innovation processes in SMEs,027,"Innovation processes in SMEs (process, organisational, marketing, co-creation, user and demand driven innovation)",JTF,JTF,0.4999999992,5000000.0,10000000.02,1.0,5000000.0,10000000.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.4,2000000.0,4000000.008,,,,"SDG 9 Industry, innovation, infrastructure",SMEs and diversification,,
PL,Poland,2021PL65BVPR001,Poland - BMVI,Adopted by EC (TF Proposed),1.1,2022-12-13,,,PO1 Borders and visa,1,Borders and visa,2 Common visa policy,2,Common visa policy,Intervention Field,SO2.003 Document security/document advisers,SO2.003,Document security / document advisors,BMVI,BMVI,0.7607944732,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
FR,France,2021FR16FFPR018,Auvergne-Rhone-Alpes - ERDF/ESF+/JTF,Adopted by EC,2.0,2023-03-31,9,"Priorite 9 : Formation, emploi, creation, orientation, sante",PO4 Social Europe,4,Social Europe,ESO4.1 Access to employment and activation measures for all,ESO4.1,Access to employment and activation measures for all,Form of Support,01 grant,01,Grant,ESF+,More developed,0.3999999993,29306349.0,73265872.63,,,,,,,,,,,,,,,,,,,,,,,,,
